16,2,57957,1048600,-72.8601,-12.4521,627.764,0
16,2,59266,524312,-78.3492,-10.8696,651.379,0
16,2,59836,524312,-81.4098,-10.0331,664.282,0
16,2,60338,524312,-84.1727,-9.23191,676.089,0
16,2,60386,524312,-85.2198,-8.97153,680.023,0
16,2,60928,2097176,-86.1417,-8.72677,683.958,0
16,2,60975,524312,-86.9406,-8.44221,687.896,0
16,2,61015,524312,-87.9789,-8.18232,691.83,0
16,2,61502,524312,-88.7648,-8.02184,695.768,0
16,2,63019,524312,-96.1478,-5.87523,727.254,0
16,3,61177,524312,-202.49,37.3535,686.042,0
16,3,61204,524312,-203.703,37.0203,689.973,0
16,3,61880,524312,-204.934,36.8002,693.904,0
16,3,61911,524312,-206.159,36.5114,697.834,0
16,3,61935,524312,-207.31,36.4368,701.766,0
16,3,62430,524312,-208.55,36.2857,705.697,0
16,3,62456,524312,-209.69,36.21,709.629,0
16,3,62484,524312,-210.981,36.0779,713.559,0
16,3,63030,524312,-212.119,35.9192,717.491,0
16,3,63107,524312,-213.252,35.778,721.424,0
16,4,58765,524312,-22.9618,-2.64753,644.367,0
16,4,59255,1048600,-23.8555,-2.67499,648.303,0
16,4,59309,524312,-24.5649,-2.61114,652.243,0
16,4,60961,524312,-30.9064,-2.74665,684.845,0
16,4,61007,524312,-31.4937,-2.67763,688.786,0
16,4,61049,524312,-32.4708,-2.74588,692.721,0
16,4,61589,524312,-33.063,-2.74072,696.662,0
16,4,61704,524312,-33.876,-2.71246,700.599,0
16,4,61767,1048600,-34.6699,-2.80517,704.537,0
16,4,62166,2097176,-35.4955,-2.80453,708.474,0
16,4,62248,2097176,-36.3118,-2.76909,712.412,0
16,4,62292,2097176,-37.1505,-2.78889,716.349,0
16,4,62729,524312,-37.6721,-2.86813,720.291,0
16,6,54659,524312,-158.456,-24.6122,554.181,0
16,6,57745,524312,-167.365,-26.0493,618.347,0
16,6,58328,524312,-167.842,-26.132,622.289,0
16,6,58360,524312,-168.267,-26.1081,626.233,0
16,6,58390,524312,-168.865,-26.3304,630.174,0
16,6,58856,524312,-169.609,-26.4341,634.113,0
16,6,58885,524312,-170.056,-26.5211,638.056,0
16,6,58984,524312,-170.504,-26.6316,641.999,0
16,6,59479,524312,-171.135,-26.7311,645.94,0
16,6,59508,524312,-171.603,-26.8354,649.883,0
16,6,59535,524312,-172.243,-26.8655,653.823,0
16,6,60032,524312,-172.811,-26.9514,658.864,0
16,6,60055,524312,-173.473,-27.1062,662.804,0
16,6,60084,524312,-174.241,-27.1785,666.743,0
16,6,60673,524312,-174.457,-27.3395,670.69,0
16,6,60697,524312,-174.97,-27.3787,674.632,0
16,6,60723,524312,-175.58,-27.4623,678.573,0
16,6,61161,524312,-176.137,-27.5514,682.514,0
16,6,61185,524312,-176.687,-27.638,686.456,0
16,6,61214,524312,-177.174,-27.7678,690.398,0
16,6,61892,524312,-177.774,-27.8574,694.339,0
16,6,61922,524312,-178.395,-27.9483,698.28,0
16,6,61946,524312,-178.708,-28.0334,702.225,0
16,6,62440,524312,-179.336,-28.0835,706.166,0
16,6,62467,524312,-179.81,-28.2964,710.109,0
16,6,62495,524312,-180.399,-28.3381,714.05,0
16,6,63041,524312,-180.98,-28.4265,717.991,0
16,6,63119,524312,-181.537,-28.5128,721.933,0
16,6,63144,524312,-182.152,-28.5602,725.873,0
16,7,54528,524312,-22.4927,-2.06747,560.314,0
16,7,55331,524312,-22.737,-2.05508,564.261,0
16,7,55418,524312,-22.9159,-2.14395,568.208,0
16,7,55477,524312,-23.0896,-2.06019,572.156,0
16,7,55997,524312,-23.337,-2.13881,576.102,0
